timestamp,transaction_id,inputs_input_pubkey_base58,inputs_input_pubkey_base58_error
1.23725E+12,8425ac5096ff2b55e0feefa7c78ba609a245e6f185ecded99cd96dcb5844e03d,,
1.26533E+12,f7333ad25b67ead2049397d2e3382c91a9aa319fb6038471fff19ffbc840bc88,,
1.27428E+12,b0770125bb33dda5fdf5b752d4a51a96efdc02a3cb8f96abb191ae4e35430f58,,
1.26545E+12,deebbd124a179053fcd095e94f1cf326c4ad94f29835e1eba911a1c83eb0c1c0,,
1.26898E+12,14c4a4121008d2d97fde447cc9867c097bdb5ffbc025942f715e68caba8a7832,,
1.27162E+12,74f4a77e733aeb4840758563a70627d01161639da3eed757817c9c37f49718de,1NKYo9yz7TyWxdChXjyvDAhxpqxgkvxa84,
1.25736E+12,251572d2ff27f1f43e3c9c971c2321ff083f19a1d022097c43b2803e2641cde5,,
1.25843E+12,182739df37e888327581839cd92885ac845117ccce250b6ae2ec759165f743b1,,
1.2528E+12,54c95ff218a96149c23441bd40021c7631fb57a0d47fca5a791416ac1a66dfeb,,
1.26754E+12,1e3ace85ce8f8149fdacb3739795167c517584a4367592f6222a9e2290cc96db,,
1.2709E+12,95490267d4ea331327f21057f08081d9e2bc5904a614bcb086f0da69e6a7bd7f,,
1.27365E+12,e942c08776edbe92dba6ec56b1afed69f111782848445c3e8a4350b121809c77,,
1.24667E+12,4d126aca8118b9713c1b065e89d67960bf4b1cd3a53727b041c220515fb16b2d,,
1.24333E+12,a480cf5f6ff71c655ff6b80c6a0752e02811d19b3ffbbbe80527388e627a1e64,,
1.27062E+12,c83e26631f6d05f2b0f532ed6282c41fa434a48f4eebf48dd67c98ec38360767,,
1.24273E+12,9b8702c666bf26a479cc5837b0a4cee3ae793e86524efa2557952c2c1e08b222,,
1.27311E+12,c1dac936edce4d527731396dd1c713768d33f6996f61ebd3f2dd7988f9192222,,
1.27317E+12,96fb3ea837fcfd683c950ecc03906d52c8b188be8f27a4e2107fe6d453dcabe9,,
1.27729E+12,83059960bbeb6e37ee5073eb349eb5d6f950712f34d281fb2aa426b5e1e864be,1Njr5fLdcqUB2bGjAPECrsSrZBf5jsjMja,
1.27794E+12,e4f8d4f60cfcff6bae607c74960cfdddf4cb1708965f10d2530c88898d99a562,,
1.24066E+12,48beaaa7d60bc0d496aa3332c0395a845b5d194acd66b19e7fe35da82d27637a,,
1.2675E+12,c894bdfbe6028ea8866e1dfb27db0914155220245226093ac543f4b521ecec1b,,
1.25796E+12,e322933ab0d21899482f9f195bf3cb69f1d53891b15be63d8bab5c6ea429725c,,
1.24108E+12,85ba8a2b40dbd9b69b33cbae6ce0686e243e831ef6207e0b4156e060435df5fe,,
1.23759E+12,c92b03119dad57a70a9ada3a6eca11a4953fbd20ecbb7ac127d927fb80b45472,,
1.27162E+12,5d377f17c164bb5f7a2f2f98eec9bcce2a5ef72daeb5fe00924a8c52cc960e3c,,
1.2783E+12,ba368ff96f8420ba9df0fd4a85c6d7241b8285d8e6536668d1f0e5d19ae6f4a6,,
1.26915E+12,1a131fd19b07e4bd6257c56fcb83fe37fc532032ee9be8bb23d9f7c1c128cdaa,,
1.23631E+12,6dd37eb67b2b23e2c0369f85864211a59f3afef663ea216500e093fe424ead40,,
1.25665E+12,5b51dca3db7861a3fe0c8244ad8eb4012bf97fc2f0b8e80fe2e2241da70a2bda,,
1.27792E+12,197e32115616e4bb1a74b8ba07f6c745acf64ca87c62952eb56080e9e1efb44d,,
1.27183E+12,1251b2816ecb839e8733460d0551a81b3ae78540b8d7d57e471ef4c9e56d5d4a,,
1.27281E+12,d3ad3410dd67201bbaeaa52a5b25be9a52547d84d456ef8134ca5a77c283a31d,,
1.26617E+12,e3fee4e0f0a7134d3ae2b66191a6ef4d5158a566f3151fb36d33aeb7324aca76,,
1.2335E+12,447330c770bd94f8e29be9af204e8cacbd93ce12f1150af2c04843ea842db21d,,
1.24287E+12,a448ffbfbbe4ee91b0ecce5efee6ff7e3e9f3a5428d058bdf62ff5b3bdafdeda,,
1.24385E+12,8d246e56ea6f000dbb64e5965d1bc5ce3fd0582c3130882a1bf7612729989847,,
1.24004E+12,8d7a285dc0eb9cfa978b1f19c2ac51a8156fddafe94362ab540f1ac019b51926,,
1.24448E+12,526ca15eb333faafe61726a82fc907e2c6f908094434eada71c756646dbaba83,,
1.26223E+12,3b16dca17ee4603cdf0e04ff28e0a87f508f3af6cca867298487f3a908f71e60,,
1.25457E+12,e377a459371f959ed3273d487ccb4ddf7fa9c0abd3893c3330ef7f405c4d8daa,,
1.27161E+12,67c91a2f6ce1eee0c257998e52c778397fd5ff5c9689f0fbbdbd4c3bbb1b6893,1PDMWdQ4HmhYiQcLxKSCLyEhUnPE5abK74,
1.25387E+12,d5d58c53727b8e9159c605e74c9609c5f7a5f8608ffb3322d2f3220c36692677,,
1.26883E+12,006ed6fa84aa274fbe7401ca83ad7ef78dd7a6b699e6bf6e5954857f8e85b6a8,,
1.27835E+12,a1fb15d62f3533acbf3d6697ee6550b9c140f6879e8075bb353860abbe1e86ea,,
1.26632E+12,aa4a8abb0621349fdd5cef2895d3d0797278c7ef1c51342854696e752844df1a,,
1.26332E+12,b8563042611e4fe2981b0c70ca3d7a3e6fa6b75e6a25967d0d4cd701e043da48,,
1.27829E+12,5242ac1d79fcd97b7e833df2cb2aa951b72c59a5906e6670ca684a2fce735729,,"Script not of right size, expecting 2 but got 1"
1.26831E+12,16c9c709a4122fb1684e974a94ffcb80db8f90c84764d448e6bd30330ea989b4,,"Script not of right size, expecting 2 but got 1"
1.26831E+12,16c9c709a4122fb1684e974a94ffcb80db8f90c84764d448e6bd30330ea989b4,,"Script not of right size, expecting 2 but got 1"
1.26831E+12,16c9c709a4122fb1684e974a94ffcb80db8f90c84764d448e6bd30330ea989b4,,"Script not of right size, expecting 2 but got 1"
1.26831E+12,16c9c709a4122fb1684e974a94ffcb80db8f90c84764d448e6bd30330ea989b4,,"Script not of right size, expecting 2 but got 1"
1.26831E+12,16c9c709a4122fb1684e974a94ffcb80db8f90c84764d448e6bd30330ea989b4,,"Script not of right size, expecting 2 but got 1"
1.26831E+12,16c9c709a4122fb1684e974a94ffcb80db8f90c84764d448e6bd30330ea989b4,,"Script not of right size, expecting 2 but got 1"
